time_avg_ms;time_std_ms;time_p95_ms;time_p99_ms;sequence_length;instance_type
7.973056430001861;0.09506666497495092;8.173884000035514;8.191114799997194;8;g5.2xlarge
7.9666392199931115;0.015826458631835755;7.988021949950053;8.034415900026488;16;g5.2xlarge
7.944772939995347;0.04508259362705788;7.992529550040216;8.022328300004347;32;g5.2xlarge
8.011544640004331;0.15361078816806512;8.173184000077072;8.34518731996241;64;g5.2xlarge
8.02473495999834;0.06362274054613243;8.118425999998635;8.210697009976684;128;g5.2xlarge
7.960980900005552;0.07735662900506683;8.148441549997187;8.17373949998796;256;g5.2xlarge
9.907435100000157;0.5628758982210013;10.093780500011462;10.110979210032838;512;g5.2xlarge
